MODELED RE-ENTRY TELEMETRY - Orion Lunar-Return Skip Entry (Second-by-Second)
Entry Interface (EI) -> Splashdown
================================================================================

    MET  Vel(mph)    Alt(ft)  Alt(mi)      g  Phase
   5:50     8,133    242,500     45.9   0.15  Skip apogee (loft peak) - thin air, low drag
   5:51     8,130    242,250     45.9   0.15  Skip apogee (loft peak) - thin air, low drag
   5:52     8,127    242,000     45.8   0.15  Skip apogee (loft peak) - thin air, low drag
   5:53     8,123    241,750     45.8   0.15  Skip apogee (loft peak) - thin air, low drag
   5:54     8,120    241,500     45.7   0.15  Skip apogee (loft peak) - thin air, low drag
   5:55     8,117    241,250     45.7   0.15  Skip apogee (loft peak) - thin air, low drag
   5:56     8,113    241,000     45.6   0.15  Skip apogee (loft peak) - thin air, low drag
   5:57     8,110    240,750     45.6   0.15  Skip apogee (loft peak) - thin air, low drag
   5:58     8,107    240,500     45.5   0.15  Skip apogee (loft peak) - thin air, low drag
   5:59     8,103    240,250     45.5   0.15  Skip apogee (loft peak) - thin air, low drag
   6:00     8,100    240,000     45.5   0.15  Descending again toward second entry
   6:01     8,093    239,500     45.4   0.33  Descending again toward second entry
   6:02     8,086    239,000     45.3   0.33  Descending again toward second entry
   6:03     8,079    238,500     45.2   0.33  Descending again toward second entry
   6:04     8,071    238,000     45.1   0.33  Descending again toward second entry
   6:05     8,064    237,500     45.0   0.33  Descending again toward second entry
   6:06     8,057    237,000     44.9   0.33  Descending again toward second entry
   6:07     8,050    236,500     44.8   0.33  Descending again toward second entry
   6:08     8,043    236,000     44.7   0.33  Descending again toward second entry
   6:09     8,036    235,500     44.6   0.33  Descending again toward second entry
   6:10     8,029    235,000     44.5   0.33  Descending again toward second entry
   6:11     8,021    234,500     44.4   0.33  Descending again toward second entry
   6:12     8,014    234,000     44.3   0.33  Descending again toward second entry
   6:13     8,007    233,500     44.2   0.33  Descending again toward second entry
   6:14     8,000    233,000     44.1   0.33  Descending again toward second entry
   6:15     7,993    232,500     44.0   0.33  Descending again toward second entry
   6:16     7,986    232,000     43.9   0.33  Descending again toward second entry
   6:17     7,979    231,500     43.8   0.33  Descending again toward second entry
   6:18     7,971    231,000     43.8   0.33  Descending again toward second entry
   6:19     7,964    230,500     43.7   0.33  Descending again toward second entry
   6:20     7,957    230,000     43.6   0.33  Descending again toward second entry
   6:21     7,950    229,500     43.5   0.33  Descending again toward second entry
   6:22     7,943    229,000     43.4   0.33  Descending again toward second entry
   6:23     7,936    228,500     43.3   0.33  Descending again toward second entry
   6:24     7,929    228,000     43.2   0.33  Descending again toward second entry
   6:25     7,921    227,500     43.1   0.33  Descending again toward second entry
   6:26     7,914    227,000     43.0   0.33  Descending again toward second entry
   6:27     7,907    226,500     42.9   0.33  Descending again toward second entry
   6:28     7,900    226,000     42.8   0.33  Descending again toward second entry
   6:29     7,893    225,500     42.7   0.33  Descending again toward second entry
   6:30     7,886    225,000     42.6   0.33  Descending again toward second entry
   6:31     7,879    224,500     42.5   0.33  Descending again toward second entry
   6:32     7,871    224,000     42.4   0.33  Descending again toward second entry
   6:33     7,864    223,500     42.3   0.33  Descending again toward second entry
   6:34     7,857    223,000     42.2   0.33  Descending again toward second entry
   6:35     7,850    222,500     42.1   0.33  Descending again toward second entry
   6:36     7,843    222,000     42.0   0.33  Descending again toward second entry
   6:37     7,836    221,500     42.0   0.33  Descending again toward second entry
   6:38     7,829    221,000     41.9   0.33  Descending again toward second entry
   6:39     7,821    220,500     41.8   0.33  Descending again toward second entry
   6:40     7,814    220,000     41.7   0.33  Descending again toward second entry
   6:41     7,807    219,500     41.6   0.33  Descending again toward second entry
   6:42     7,800    219,000     41.5   0.33  Descending again toward second entry
   6:43     7,793    218,500     41.4   0.33  Descending again toward second entry
   6:44     7,786    218,000     41.3   0.33  Descending again toward second entry
   6:45     7,779    217,500     41.2   0.33  Descending again toward second entry
   6:46     7,771    217,000     41.1   0.33  Descending again toward second entry
   6:47     7,764    216,500     41.0   0.33  Descending again toward second entry
   6:48     7,757    216,000     40.9   0.33  Descending again toward second entry
   6:49     7,750    215,500     40.8   0.33  Descending again toward second entry
   6:50     7,743    215,000     40.7   0.33  Descending again toward second entry
   6:51     7,736    214,500     40.6   0.33  Descending again toward second entry
   6:52     7,729    214,000     40.5   0.33  Descending again toward second entry
   6:53     7,721    213,500     40.4   0.33  Descending again toward second entry
   6:54     7,714    213,000     40.3   0.33  Descending again toward second entry
   6:55     7,707    212,500     40.2   0.33  Descending again toward second entry
   6:56     7,700    212,000     40.2   0.33  Descending again toward second entry
   6:57     7,693    211,500     40.1   0.33  Descending again toward second entry
   6:58     7,686    211,000     40.0   0.33  Descending again toward second entry
   6:59     7,679    210,500     39.9   0.33  Descending again toward second entry
   7:00     7,671    210,000     39.8   0.33  Descending again toward second entry
   7:01     7,664    209,500     39.7   0.33  Descending again toward second entry
   7:02     7,657    209,000     39.6   0.33  Descending again toward second entry
   7:03     7,650    208,500     39.5   0.33  Descending again toward second entry
   7:04     7,643    208,000     39.4   0.33  Descending again toward second entry
   7:05     7,636    207,500     39.3   0.33  Descending again toward second entry
   7:06     7,629    207,000     39.2   0.33  Descending again toward second entry
   7:07     7,621    206,500     39.1   0.33  Descending again toward second entry
   7:08     7,614    206,000     39.0   0.33  Descending again toward second entry
   7:09     7,607    205,500     38.9   0.33  Descending again toward second entry
   7:10     7,600    205,000     38.8   0.33  Second entry - atmosphere re-engages
   7:11     7,552    204,200     38.7   2.19  Second entry - atmosphere re-engages
   7:12     7,504    203,400     38.5   2.19  Second entry - atmosphere re-engages
   7:13     7,456    202,600     38.4   2.19  Second entry - atmosphere re-engages
   7:14     7,408    201,800     38.2   2.19  Second entry - atmosphere re-engages
   7:15     7,360    201,000     38.1   2.19  Second entry - atmosphere re-engages
   7:16     7,312    200,200     37.9   2.19  Second entry - atmosphere re-engages
   7:17     7,264    199,400     37.8   2.19  Second entry - atmosphere re-engages
   7:18     7,216    198,600     37.6   2.19  Second entry - atmosphere re-engages
   7:19     7,168    197,800     37.5   2.19  Second entry - atmosphere re-engages
   7:20     7,120    197,000     37.3   2.19  Second entry - atmosphere re-engages
   7:21     7,072    196,200     37.2   2.19  Second entry - atmosphere re-engages
   7:22     7,024    195,400     37.0   2.19  Second entry - atmosphere re-engages
   7:23     6,976    194,600     36.9   2.19  Second entry - atmosphere re-engages
   7:24     6,928    193,800     36.7   2.19  Second entry - atmosphere re-engages
   7:25     6,880    193,000     36.6   2.19  Second entry - atmosphere re-engages
   7:26     6,832    192,200     36.4   2.19  Second entry - atmosphere re-engages
   7:27     6,784    191,400     36.2   2.19  Second entry - atmosphere re-engages
   7:28     6,736    190,600     36.1   2.19  Second entry - atmosphere re-engages
   7:29     6,688    189,800     35.9   2.19  Second entry - atmosphere re-engages
   7:30     6,640    189,000     35.8   2.19  Second entry - atmosphere re-engages
   7:31     6,592    188,200     35.6   2.19  Second entry - atmosphere re-engages
   7:32     6,544    187,400     35.5   2.19  Second entry - atmosphere re-engages
   7:33     6,496    186,600     35.3   2.19  Second entry - atmosphere re-engages
   7:34     6,448    185,800     35.2   2.19  Second entry - atmosphere re-engages
   7:35     6,400    185,000     35.0   2.19  Second entry - atmosphere re-engages
   7:36     6,352    184,200     34.9   2.19  Second entry - atmosphere re-engages
   7:37     6,304    183,400     34.7   2.19  Second entry - atmosphere re-engages
   7:38     6,256    182,600     34.6   2.19  Second entry - atmosphere re-engages
   7:39     6,208    181,800     34.4   2.19  Second entry - atmosphere re-engages
   7:40     6,160    181,000     34.3   2.19  Second entry - atmosphere re-engages
   7:41     6,112    180,200     34.1   2.19  Second entry - atmosphere re-engages
   7:42     6,064    179,400     34.0   2.19  Second entry - atmosphere re-engages
   7:43     6,016    178,600     33.8   2.19  Second entry - atmosphere re-engages
   7:44     5,968    177,800     33.7   2.19  Second entry - atmosphere re-engages
   7:45     5,920    177,000     33.5   2.19  Second entry - atmosphere re-engages
   7:46     5,872    176,200     33.4   2.19  Second entry - atmosphere re-engages
   7:47     5,824    175,400     33.2   2.19  Second entry - atmosphere re-engages
   7:48     5,776    174,600     33.1   2.19  Second entry - atmosphere re-engages
   7:49     5,728    173,800     32.9   2.19  Second entry - atmosphere re-engages
   7:50     5,680    173,000     32.8   2.19  Second entry - atmosphere re-engages
   7:51     5,632    172,200     32.6   2.19  Second entry - atmosphere re-engages
   7:52     5,584    171,400     32.5   2.19  Second entry - atmosphere re-engages
   7:53     5,536    170,600     32.3   2.19  Second entry - atmosphere re-engages
   7:54     5,488    169,800     32.2   2.19  Second entry - atmosphere re-engages
   7:55     5,440    169,000     32.0   2.19  Second entry - atmosphere re-engages
   7:56     5,392    168,200     31.9   2.19  Second entry - atmosphere re-engages
   7:57     5,344    167,400     31.7   2.19  Second entry - atmosphere re-engages
   7:58     5,296    166,600     31.6   2.19  Second entry - atmosphere re-engages
   7:59     5,248    165,800     31.4   2.19  Second entry - atmosphere re-engages
   8:00     5,200    165,000     31.2   2.19  Second peak heating (second entry)
   8:01     5,157    164,250     31.1   1.97  Second peak heating (second entry)
   8:02     5,113    163,500     31.0   1.97  Second peak heating (second entry)
   8:03     5,070    162,750     30.8   1.97  Second peak heating (second entry)
   8:04     5,027    162,000     30.7   1.97  Second peak heating (second entry)
   8:05     4,983    161,250     30.5   1.97  Second peak heating (second entry)
   8:06     4,940    160,500     30.4   1.97  Second peak heating (second entry)
   8:07     4,897    159,750     30.3   1.97  Second peak heating (second entry)
   8:08     4,853    159,000     30.1   1.97  Second peak heating (second entry)
   8:09     4,810    158,250     30.0   1.97  Second peak heating (second entry)
   8:10     4,767    157,500     29.8   1.97  Second peak heating (second entry)
   8:11     4,723    156,750     29.7   1.97  Second peak heating (second entry)
   8:12     4,680    156,000     29.5   1.97  Second peak heating (second entry)
   8:13     4,637    155,250     29.4   1.97  Second peak heating (second entry)
   8:14     4,593    154,500     29.3   1.97  Second peak heating (second entry)
   8:15     4,550    153,750     29.1   1.97  Second peak heating (second entry)
   8:16     4,507    153,000     29.0   1.97  Second peak heating (second entry)
   8:17     4,463    152,250     28.8   1.97  Second peak heating (second entry)
   8:18     4,420    151,500     28.7   1.97  Second peak heating (second entry)
   8:19     4,377    150,750     28.6   1.97  Second peak heating (second entry)
   8:20     4,333    150,000     28.4   1.97  Second peak heating (second entry)
   8:21     4,290    149,250     28.3   1.97  Second peak heating (second entry)
   8:22     4,247    148,500     28.1   1.97  Second peak heating (second entry)
   8:23     4,203    147,750     28.0   1.97  Second peak heating (second entry)
   8:24     4,160    147,000     27.8   1.97  Second peak heating (second entry)
   8:25     4,117    146,250     27.7   1.97  Second peak heating (second entry)
   8:26     4,073    145,500     27.6   1.97  Second peak heating (second entry)
   8:27     4,030    144,750     27.4   1.97  Second peak heating (second entry)
   8:28     3,987    144,000     27.3   1.97  Second peak heating (second entry)
   8:29     3,943    143,250     27.1   1.97  Second peak heating (second entry)
   8:30     3,900    142,500     27.0   1.97  Second peak heating (second entry)
   8:31     3,857    141,750     26.8   1.97  Second peak heating (second entry)
   8:32     3,813    141,000     26.7   1.97  Second peak heating (second entry)
   8:33     3,770    140,250     26.6   1.97  Second peak heating (second entry)
   8:34     3,727    139,500     26.4   1.97  Second peak heating (second entry)
   8:35     3,683    138,750     26.3   1.97  Second peak heating (second entry)
   8:36     3,640    138,000     26.1   1.97  Second peak heating (second entry)
   8:37     3,597    137,250     26.0   1.97  Second peak heating (second entry)
   8:38     3,553    136,500     25.9   1.97  Second peak heating (second entry)
   8:39     3,510    135,750     25.7   1.97  Second peak heating (second entry)
   8:40     3,467    135,000     25.6   1.97  Second peak heating (second entry)
   8:41     3,423    134,250     25.4   1.97  Second peak heating (second entry)
   8:42     3,380    133,500     25.3   1.97  Second peak heating (second entry)
   8:43     3,337    132,750     25.1   1.97  Second peak heating (second entry)
   8:44     3,293    132,000     25.0   1.97  Second peak heating (second entry)
   8:45     3,250    131,250     24.9   1.97  Second peak heating (second entry)
   8:46     3,207    130,500     24.7   1.97  Second peak heating (second entry)
   8:47     3,163    129,750     24.6   1.97  Second peak heating (second entry)
   8:48     3,120    129,000     24.4   1.97  Second peak heating (second entry)
   8:49     3,077    128,250     24.3   1.97  Second peak heating (second entry)
   8:50     3,033    127,500     24.1   1.97  Second peak heating (second entry)
   8:51     2,990    126,750     24.0   1.97  Second peak heating (second entry)
   8:52     2,947    126,000     23.9   1.97  Second peak heating (second entry)
   8:53     2,903    125,250     23.7   1.97  Second peak heating (second entry)
   8:54     2,860    124,500     23.6   1.97  Second peak heating (second entry)
   8:55     2,817    123,750     23.4   1.97  Second peak heating (second entry)
   8:56     2,773    123,000     23.3   1.97  Second peak heating (second entry)
   8:57     2,730    122,250     23.2   1.97  Second peak heating (second entry)
   8:58     2,687    121,500     23.0   1.97  Second peak heating (second entry)
   8:59     2,643    120,750     22.9   1.97  Second peak heating (second entry)
   9:00     2,600    120,000     22.7   1.97  Rapid deceleration - lower atmosphere
   9:01     2,576    119,500     22.6    1.1  Rapid deceleration - lower atmosphere
   9:02     2,552    119,000     22.5    1.1  Rapid deceleration - lower atmosphere
   9:03     2,528    118,500     22.4    1.1  Rapid deceleration - lower atmosphere
   9:04     2,503    118,000     22.3    1.1  Rapid deceleration - lower atmosphere
   9:05     2,479    117,500     22.3    1.1  Rapid deceleration - lower atmosphere
   9:06     2,455    117,000     22.2    1.1  Rapid deceleration - lower atmosphere
   9:07     2,431    116,500     22.1    1.1  Rapid deceleration - lower atmosphere
   9:08     2,407    116,000     22.0    1.1  Rapid deceleration - lower atmosphere
   9:09     2,382    115,500     21.9    1.1  Rapid deceleration - lower atmosphere
   9:10     2,358    115,000     21.8    1.1  Rapid deceleration - lower atmosphere
   9:11     2,334    114,500     21.7    1.1  Rapid deceleration - lower atmosphere
   9:12     2,310    114,000     21.6    1.1  Rapid deceleration - lower atmosphere
   9:13     2,286    113,500     21.5    1.1  Rapid deceleration - lower atmosphere
   9:14     2,262    113,000     21.4    1.1  Rapid deceleration - lower atmosphere
   9:15     2,238    112,500     21.3    1.1  Rapid deceleration - lower atmosphere
   9:16     2,213    112,000     21.2    1.1  Rapid deceleration - lower atmosphere
   9:17     2,189    111,500     21.1    1.1  Rapid deceleration - lower atmosphere
   9:18     2,165    111,000     21.0    1.1  Rapid deceleration - lower atmosphere
   9:19     2,141    110,500     20.9    1.1  Rapid deceleration - lower atmosphere
   9:20     2,117    110,000     20.8    1.1  Rapid deceleration - lower atmosphere
   9:21     2,092    109,500     20.7    1.1  Rapid deceleration - lower atmosphere
   9:22     2,068    109,000     20.6    1.1  Rapid deceleration - lower atmosphere
   9:23     2,044    108,500     20.5    1.1  Rapid deceleration - lower atmosphere
   9:24     2,020    108,000     20.5    1.1  Rapid deceleration - lower atmosphere
   9:25     1,996    107,500     20.4    1.1  Rapid deceleration - lower atmosphere
   9:26     1,972    107,000     20.3    1.1  Rapid deceleration - lower atmosphere
   9:27     1,948    106,500     20.2    1.1  Rapid deceleration - lower atmosphere
   9:28     1,923    106,000     20.1    1.1  Rapid deceleration - lower atmosphere
   9:29     1,899    105,500     20.0    1.1  Rapid deceleration - lower atmosphere
   9:30     1,875    105,000     19.9    1.1  Rapid deceleration - lower atmosphere
   9:31     1,851    104,500     19.8    1.1  Rapid deceleration - lower atmosphere
   9:32     1,827    104,000     19.7    1.1  Rapid deceleration - lower atmosphere
   9:33     1,802    103,500     19.6    1.1  Rapid deceleration - lower atmosphere
   9:34     1,778    103,000     19.5    1.1  Rapid deceleration - lower atmosphere
   9:35     1,754    102,500     19.4    1.1  Rapid deceleration - lower atmosphere
   9:36     1,730    102,000     19.3    1.1  Rapid deceleration - lower atmosphere
   9:37     1,706    101,500     19.2    1.1  Rapid deceleration - lower atmosphere
   9:38     1,682    101,000     19.1    1.1  Rapid deceleration - lower atmosphere
   9:39     1,658    100,500     19.0    1.1  Rapid deceleration - lower atmosphere
   9:40     1,633    100,000     18.9    1.1  Rapid deceleration - lower atmosphere
   9:41     1,609     99,500     18.8    1.1  Rapid deceleration - lower atmosphere
   9:42     1,585     99,000     18.8    1.1  Rapid deceleration - lower atmosphere
   9:43     1,561     98,500     18.7    1.1  Rapid deceleration - lower atmosphere
   9:44     1,537     98,000     18.6    1.1  Rapid deceleration - lower atmosphere
   9:45     1,512     97,500     18.5    1.1  Rapid deceleration - lower atmosphere
   9:46     1,488     97,000     18.4    1.1  Rapid deceleration - lower atmosphere
   9:47     1,464     96,500     18.3    1.1  Rapid deceleration - lower atmosphere
   9:48     1,440     96,000     18.2    1.1  Rapid deceleration - lower atmosphere
   9:49     1,416     95,500     18.1    1.1  Rapid deceleration - lower atmosphere
   9:50     1,392     95,000     18.0    1.1  Rapid deceleration - lower atmosphere
   9:51     1,368     94,500     17.9    1.1  Rapid deceleration - lower atmosphere
   9:52     1,343     94,000     17.8    1.1  Rapid deceleration - lower atmosphere
   9:53     1,319     93,500     17.7    1.1  Rapid deceleration - lower atmosphere
   9:54     1,295     93,000     17.6    1.1  Rapid deceleration - lower atmosphere
   9:55     1,271     92,500     17.5    1.1  Rapid deceleration - lower atmosphere
   9:56     1,247     92,000     17.4    1.1  Rapid deceleration - lower atmosphere
   9:57     1,222     91,500     17.3    1.1  Rapid deceleration - lower atmosphere
   9:58     1,198     91,000     17.2    1.1  Rapid deceleration - lower atmosphere
   9:59     1,174     90,500     17.1    1.1  Rapid deceleration - lower atmosphere
  10:00     1,150     90,000     17.0    1.1  Subsonic transition approaching
  10:01     1,140     89,333     16.9   0.45  Subsonic transition approaching
  10:02     1,130     88,667     16.8   0.45  Subsonic transition approaching
  10:03     1,120     88,000     16.7   0.45  Subsonic transition approaching
  10:04     1,111     87,333     16.5   0.45  Subsonic transition approaching
  10:05     1,101     86,667     16.4   0.45  Subsonic transition approaching
  10:06     1,091     86,000     16.3   0.45  Subsonic transition approaching
  10:07     1,081     85,333     16.2   0.45  Subsonic transition approaching
  10:08     1,071     84,667     16.0   0.45  Subsonic transition approaching
  10:09     1,062     84,000     15.9   0.45  Subsonic transition approaching
  10:10     1,052     83,333     15.8   0.45  Subsonic transition approaching
  10:11     1,042     82,667     15.7   0.45  Subsonic transition approaching
  10:12     1,032     82,000     15.5   0.45  Subsonic transition approaching
  10:13     1,022     81,333     15.4   0.45  Subsonic transition approaching
  10:14     1,012     80,667     15.3   0.45  Subsonic transition approaching
  10:15     1,002     80,000     15.2   0.45  Subsonic transition approaching
  10:16       993     79,333     15.0   0.45  Subsonic transition approaching
  10:17       983     78,667     14.9   0.45  Subsonic transition approaching
  10:18       973     78,000     14.8   0.45  Subsonic transition approaching
  10:19       963     77,333     14.6   0.45  Subsonic transition approaching
  10:20       953     76,667     14.5   0.45  Subsonic transition approaching
  10:21       944     76,000     14.4   0.45  Subsonic transition approaching
  10:22       934     75,333     14.3   0.45  Subsonic transition approaching
  10:23       924     74,667     14.1   0.45  Subsonic transition approaching
  10:24       914     74,000     14.0   0.45  Subsonic transition approaching
  10:25       904     73,333     13.9   0.45  Subsonic transition approaching
  10:26       894     72,667     13.8   0.45  Subsonic transition approaching
  10:27       884     72,000     13.6   0.45  Subsonic transition approaching
  10:28       875     71,333     13.5   0.45  Subsonic transition approaching
  10:29       865     70,667     13.4   0.45  Subsonic transition approaching
  10:30       855     70,000     13.3   0.45  Subsonic transition approaching
  10:31       845     69,333     13.1   0.45  Subsonic transition approaching
  10:32       835     68,667     13.0   0.45  Subsonic transition approaching
  10:33       826     68,000     12.9   0.45  Subsonic transition approaching
  10:34       816     67,333     12.8   0.45  Subsonic transition approaching
  10:35       806     66,667     12.6   0.45  Subsonic transition approaching
  10:36       796     66,000     12.5   0.45  Subsonic transition approaching
  10:37       786     65,333     12.4   0.45  Subsonic transition approaching
  10:38       776     64,667     12.2   0.45  Subsonic transition approaching
  10:39       766     64,000     12.1   0.45  Subsonic transition approaching
  10:40       757     63,333     12.0   0.45  Subsonic transition approaching
  10:41       747     62,667     11.9   0.45  Subsonic transition approaching
  10:42       737     62,000     11.7   0.45  Subsonic transition approaching
  10:43       727     61,333     11.6   0.45  Subsonic transition approaching
  10:44       717     60,667     11.5   0.45  Subsonic transition approaching
  10:45       708     60,000     11.4   0.45  Subsonic transition approaching
  10:46       698     59,333     11.2   0.45  Subsonic transition approaching
  10:47       688     58,667     11.1   0.45  Subsonic transition approaching
  10:48       678     58,000     11.0   0.45  Subsonic transition approaching
  10:49       668     57,333     10.9   0.45  Subsonic transition approaching
  10:50       658     56,667     10.7   0.45  Subsonic transition approaching
  10:51       648     56,000     10.6   0.45  Subsonic transition approaching
  10:52       639     55,333     10.5   0.45  Subsonic transition approaching
  10:53       629     54,667     10.4   0.45  Subsonic transition approaching
  10:54       619     54,000     10.2   0.45  Subsonic transition approaching
  10:55       609     53,333     10.1   0.45  Subsonic transition approaching
  10:56       599     52,667     10.0   0.45  Subsonic transition approaching
  10:57       590     52,000      9.8   0.45  Subsonic transition approaching
  10:58       580     51,333      9.7   0.45  Subsonic transition approaching
  10:59       570     50,667      9.6   0.45  Subsonic transition approaching
  11:00       560     50,000      9.5   0.45  Subsonic - stabilizing for chute sequence
  11:01       554     49,375      9.4   0.25  Subsonic - stabilizing for chute sequence
  11:02       549     48,750      9.2   0.25  Subsonic - stabilizing for chute sequence
  11:03       544     48,125      9.1   0.25  Subsonic - stabilizing for chute sequence
  11:04       538     47,500      9.0   0.25  Subsonic - stabilizing for chute sequence
  11:05       532     46,875      8.9   0.25  Subsonic - stabilizing for chute sequence
  11:06       527     46,250      8.8   0.25  Subsonic - stabilizing for chute sequence
  11:07       522     45,625      8.6   0.25  Subsonic - stabilizing for chute sequence
  11:08       516     45,000      8.5   0.25  Subsonic - stabilizing for chute sequence
  11:09       510     44,375      8.4   0.25  Subsonic - stabilizing for chute sequence
  11:10       505     43,750      8.3   0.25  Subsonic - stabilizing for chute sequence
  11:11       500     43,125      8.2   0.25  Subsonic - stabilizing for chute sequence
  11:12       494     42,500      8.0   0.25  Subsonic - stabilizing for chute sequence
  11:13       488     41,875      7.9   0.25  Subsonic - stabilizing for chute sequence
  11:14       483     41,250      7.8   0.25  Subsonic - stabilizing for chute sequence
  11:15       478     40,625      7.7   0.25  Subsonic - stabilizing for chute sequence
  11:16       472     40,000      7.6   0.25  Subsonic - stabilizing for chute sequence
  11:17       466     39,375      7.5   0.25  Subsonic - stabilizing for chute sequence
  11:18       461     38,750      7.3   0.25  Subsonic - stabilizing for chute sequence
  11:19       456     38,125      7.2   0.25  Subsonic - stabilizing for chute sequence
  11:20       450     37,500      7.1   0.25  Subsonic - stabilizing for chute sequence
  11:21       444     36,875      7.0   0.25  Subsonic - stabilizing for chute sequence
  11:22       439     36,250      6.9   0.25  Subsonic - stabilizing for chute sequence
  11:23       434     35,625      6.7   0.25  Subsonic - stabilizing for chute sequence
  11:24       428     35,000      6.6   0.25  Subsonic - stabilizing for chute sequence
  11:25       422     34,375      6.5   0.25  Subsonic - stabilizing for chute sequence
  11:26       417     33,750      6.4   0.25  Subsonic - stabilizing for chute sequence
  11:27       412     33,125      6.3   0.25  Subsonic - stabilizing for chute sequence
  11:28       406     32,500      6.2   0.25  Subsonic - stabilizing for chute sequence
  11:29       400     31,875      6.0   0.25  Subsonic - stabilizing for chute sequence
  11:30       395     31,250      5.9   0.25  Subsonic - stabilizing for chute sequence
  11:31       390     30,625      5.8   0.25  Subsonic - stabilizing for chute sequence
  11:32       384     30,000      5.7   0.25  Subsonic - stabilizing for chute sequence
  11:33       378     29,375      5.6   0.25  Subsonic - stabilizing for chute sequence
  11:34       373     28,750      5.4   0.25  Subsonic - stabilizing for chute sequence
  11:35       368     28,125      5.3   0.25  Subsonic - stabilizing for chute sequence
  11:36       362     27,500      5.2   0.25  Subsonic - stabilizing for chute sequence
  11:37       356     26,875      5.1   0.25  Subsonic - stabilizing for chute sequence
  11:38       351     26,250      5.0   0.25  Subsonic - stabilizing for chute sequence
  11:39       346     25,625      4.9   0.25  Subsonic - stabilizing for chute sequence
  11:40       340     25,000      4.7   0.25  DROGUE parachutes deploy (~25,000 ft)
  11:41       336     24,783      4.7   0.16  DROGUE parachutes deploy (~25,000 ft)
  11:42       333     24,567      4.7   0.16  DROGUE parachutes deploy (~25,000 ft)
  11:43       330     24,350      4.6   0.16  DROGUE parachutes deploy (~25,000 ft)
  11:44       326     24,133      4.6   0.16  DROGUE parachutes deploy (~25,000 ft)
  11:45       322     23,917      4.5   0.16  DROGUE parachutes deploy (~25,000 ft)
  11:46       319     23,700      4.5   0.16  DROGUE parachutes deploy (~25,000 ft)
  11:47       316     23,483      4.4   0.16  DROGUE parachutes deploy (~25,000 ft)
  11:48       312     23,267      4.4   0.16  DROGUE parachutes deploy (~25,000 ft)
  11:49       308     23,050      4.4   0.16  DROGUE parachutes deploy (~25,000 ft)
  11:50       305     22,833      4.3   0.16  DROGUE parachutes deploy (~25,000 ft)
  11:51       302     22,617      4.3   0.16  DROGUE parachutes deploy (~25,000 ft)
  11:52       298     22,400      4.2   0.16  DROGUE parachutes deploy (~25,000 ft)
  11:53       294     22,183      4.2   0.16  DROGUE parachutes deploy (~25,000 ft)
  11:54       291     21,967      4.2   0.16  DROGUE parachutes deploy (~25,000 ft)
  11:55       288     21,750      4.1   0.16  DROGUE parachutes deploy (~25,000 ft)
  11:56       284     21,533      4.1   0.16  DROGUE parachutes deploy (~25,000 ft)
  11:57       280     21,317      4.0   0.16  DROGUE parachutes deploy (~25,000 ft)
  11:58       277     21,100      4.0   0.16  DROGUE parachutes deploy (~25,000 ft)
  11:59       274     20,883      4.0   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:00       270     20,667      3.9   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:01       266     20,450      3.9   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:02       263     20,233      3.8   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:03       260     20,017      3.8   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:04       256     19,800      3.8   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:05       252     19,583      3.7   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:06       249     19,367      3.7   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:07       246     19,150      3.6   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:08       242     18,933      3.6   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:09       238     18,717      3.5   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:10       235     18,500      3.5   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:11       232     18,283      3.5   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:12       228     18,067      3.4   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:13       224     17,850      3.4   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:14       221     17,633      3.3   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:15       218     17,417      3.3   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:16       214     17,200      3.3   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:17       210     16,983      3.2   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:18       207     16,767      3.2   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:19       204     16,550      3.1   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:20       200     16,333      3.1   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:21       196     16,117      3.1   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:22       193     15,900      3.0   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:23       190     15,683      3.0   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:24       186     15,467      2.9   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:25       182     15,250      2.9   0.16  DROGUE parachutes deploy (~25,000 ft)
  12:26       179     15,033      2.8   0.16  DROGUE parachutes deploy (~25,000 ft)
